Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,TotalHrInBed,TotalHrAsleep,DayofWeek
8378563200,5/9/16 0:00,1,359,399,6.65,5.983333333,Monday
1503960366,5/10/16 0:00,1,383,403,6.716666667,6.383333333,Tuesday
2026352035,5/10/16 0:00,1,357,380,6.333333333,5.95,Tuesday
3977333714,5/10/16 0:00,1,312,452,7.533333333,5.2,Tuesday
4020332650,5/10/16 0:00,1,442,494,8.233333333,7.366666667,Tuesday
4319703577,5/10/16 0:00,1,487,517,8.616666667,8.116666667,Tuesday
4388161847,5/10/16 0:00,1,354,375,6.25,5.9,Tuesday
4445114986,5/10/16 0:00,1,405,426,7.1,6.75,Tuesday
4702921684,5/10/16 0:00,1,416,431,7.183333333,6.933333333,Tuesday
5553957443,5/10/16 0:00,1,418,443,7.383333333,6.966666667,Tuesday
5577150313,5/10/16 0:00,1,504,562,9.366666667,8.4,Tuesday
6962181067,5/10/16 0:00,1,469,481,8.016666667,7.816666667,Tuesday
8378563200,5/10/16 0:00,1,342,391,6.516666667,5.7,Tuesday
1503960366,5/11/16 0:00,1,285,306,5.1,4.75,Wednesday
2026352035,5/11/16 0:00,1,523,553,9.216666667,8.716666667,Wednesday
4319703577,5/11/16 0:00,1,529,558,9.3,8.816666667,Wednesday
4388161847,5/11/16 0:00,1,469,494,8.233333333,7.816666667,Wednesday
4445114986,5/11/16 0:00,1,499,530,8.833333333,8.316666667,Wednesday
4702921684,5/11/16 0:00,1,354,366,6.1,5.9,Wednesday
5553957443,5/11/16 0:00,1,463,486,8.1,7.716666667,Wednesday
5577150313,5/11/16 0:00,1,431,476,7.933333333,7.183333333,Wednesday
6962181067,5/11/16 0:00,1,452,480,8,7.533333333,Wednesday
7086361926,5/11/16 0:00,1,451,463,7.716666667,7.516666667,Wednesday
8378563200,5/11/16 0:00,1,368,387,6.45,6.133333333,Wednesday
2026352035,5/12/16 0:00,1,456,485,8.083333333,7.6,Thursday
4319703577,5/12/16 0:00,1,302,321,5.35,5.033333333,Thursday
4445114986,5/12/16 0:00,1,483,501,8.35,8.05,Thursday
4702921684,5/12/16 0:00,1,404,442,7.366666667,6.733333333,Thursday
5553957443,5/12/16 0:00,1,438,475,7.916666667,7.3,Thursday
6962181067,5/12/16 0:00,1,516,535,8.916666667,8.6,Thursday
7086361926,5/12/16 0:00,1,444,457,7.616666667,7.4,Thursday
8378563200,5/12/16 0:00,1,496,546,9.1,8.266666667,Thursday
